row_label,strat_type,sex,value,breakdown_cat_label,breakdown_var,outcome_var,table_id
CD - Fabbricazione di coke e prodotti petroliferi raffinati,sector,Female,50610,permanent,contract_type,annual_wage,Tav.7
CD - Fabbricazione di coke e prodotti petroliferi raffinati,sector,Female,35042,temporary,contract_type,annual_wage,Tav.7
CD - Fabbricazione di coke e prodotti petroliferi raffinati,sector,Female,50301,total,contract_type,annual_wage,Tav.7
CD - Fabbricazione di coke e prodotti petroliferi raffinati,sector,Male,59597,permanent,contract_type,annual_wage,Tav.7
CD - Fabbricazione di coke e prodotti petroliferi raffinati,sector,Male,36694,temporary,contract_type,annual_wage,Tav.7
CD - Fabbricazione di coke e prodotti petroliferi raffinati,sector,Male,57703,total,contract_type,annual_wage,Tav.7
CD - Fabbricazione di coke e prodotti petroliferi raffinati,sector,Total,58346,permanent,contract_type,annual_wage,Tav.7
CD - Fabbricazione di coke e prodotti petroliferi raffinati,sector,Total,36636,temporary,contract_type,annual_wage,Tav.7
CD - Fabbricazione di coke e prodotti petroliferi raffinati,sector,Total,56730,total,contract_type,annual_wage,Tav.7
CE - Fabbricazione di sostanze e prodotti chimici,sector,Female,39470,permanent,contract_type,annual_wage,Tav.7
CE - Fabbricazione di sostanze e prodotti chimici,sector,Female,29884,temporary,contract_type,annual_wage,Tav.7
CE - Fabbricazione di sostanze e prodotti chimici,sector,Female,39174,total,contract_type,annual_wage,Tav.7
CE - Fabbricazione di sostanze e prodotti chimici,sector,Male,48188,permanent,contract_type,annual_wage,Tav.7
CE - Fabbricazione di sostanze e prodotti chimici,sector,Male,29679,temporary,contract_type,annual_wage,Tav.7
CE - Fabbricazione di sostanze e prodotti chimici,sector,Male,47489,total,contract_type,annual_wage,Tav.7
CE - Fabbricazione di sostanze e prodotti chimici,sector,Total,45678,permanent,contract_type,annual_wage,Tav.7
CE - Fabbricazione di sostanze e prodotti chimici,sector,Total,29729,temporary,contract_type,annual_wage,Tav.7
CE - Fabbricazione di sostanze e prodotti chimici,sector,Total,45106,total,contract_type,annual_wage,Tav.7
"CF - Produzione di articoli farmaceutici, chimico-medicinali e botanici",sector,Female,51235,permanent,contract_type,annual_wage,Tav.7
"CF - Produzione di articoli farmaceutici, chimico-medicinali e botanici",sector,Female,32214,temporary,contract_type,annual_wage,Tav.7
"CF - Produzione di articoli farmaceutici, chimico-medicinali e botanici",sector,Female,50432,total,contract_type,annual_wage,Tav.7
"CF - Produzione di articoli farmaceutici, chimico-medicinali e botanici",sector,Male,60892,permanent,contract_type,annual_wage,Tav.7
"CF - Produzione di articoli farmaceutici, chimico-medicinali e botanici",sector,Male,31702,temporary,contract_type,annual_wage,Tav.7
"CF - Produzione di articoli farmaceutici, chimico-medicinali e botanici",sector,Male,59545,total,contract_type,annual_wage,Tav.7
"CF - Produzione di articoli farmaceutici, chimico-medicinali e botanici",sector,Total,57084,permanent,contract_type,annual_wage,Tav.7
"CF - Produzione di articoli farmaceutici, chimico-medicinali e botanici",sector,Total,31893,temporary,contract_type,annual_wage,Tav.7
"CF - Produzione di articoli farmaceutici, chimico-medicinali e botanici",sector,Total,55961,total,contract_type,annual_wage,Tav.7
CG - Produzione di articoli in gomma e materie plastiche,sector,Female,34051,permanent,contract_type,annual_wage,Tav.7
CG - Produzione di articoli in gomma e materie plastiche,sector,Female,23672,temporary,contract_type,annual_wage,Tav.7
CG - Produzione di articoli in gomma e materie plastiche,sector,Female,33404,total,contract_type,annual_wage,Tav.7
CG - Produzione di articoli in gomma e materie plastiche,sector,Male,38960,permanent,contract_type,annual_wage,Tav.7
CG - Produzione di articoli in gomma e materie plastiche,sector,Male,26170,temporary,contract_type,annual_wage,Tav.7
CG - Produzione di articoli in gomma e materie plastiche,sector,Male,38134,total,contract_type,annual_wage,Tav.7
CG - Produzione di articoli in gomma e materie plastiche,sector,Total,37823,permanent,contract_type,annual_wage,Tav.7
CG - Produzione di articoli in gomma e materie plastiche,sector,Total,25608,temporary,contract_type,annual_wage,Tav.7
CG - Produzione di articoli in gomma e materie plastiche,sector,Total,37040,total,contract_type,annual_wage,Tav.7
CH - Fabbricazione di metalli di base e lavorazione di prodotti in metallo,sector,Female,32998,permanent,contract_type,annual_wage,Tav.7
CH - Fabbricazione di metalli di base e lavorazione di prodotti in metallo,sector,Female,23624,temporary,contract_type,annual_wage,Tav.7
CH - Fabbricazione di metalli di base e lavorazione di prodotti in metallo,sector,Female,32185,total,contract_type,annual_wage,Tav.7
CH - Fabbricazione di metalli di base e lavorazione di prodotti in metallo,sector,Male,37662,permanent,contract_type,annual_wage,Tav.7
CH - Fabbricazione di metalli di base e lavorazione di prodotti in metallo,sector,Male,22405,temporary,contract_type,annual_wage,Tav.7
CH - Fabbricazione di metalli di base e lavorazione di prodotti in metallo,sector,Male,36168,total,contract_type,annual_wage,Tav.7
CH - Fabbricazione di metalli di base e lavorazione di prodotti in metallo,sector,Total,36887,permanent,contract_type,annual_wage,Tav.7
CH - Fabbricazione di metalli di base e lavorazione di prodotti in metallo,sector,Total,22586,temporary,contract_type,annual_wage,Tav.7
CH - Fabbricazione di metalli di base e lavorazione di prodotti in metallo,sector,Total,35513,total,contract_type,annual_wage,Tav.7
"CI - Fabbricazione di computer, apparecchi elettronici e ottici",sector,Female,35521,permanent,contract_type,annual_wage,Tav.7
"CI - Fabbricazione di computer, apparecchi elettronici e ottici",sector,Female,27283,temporary,contract_type,annual_wage,Tav.7
"CI - Fabbricazione di computer, apparecchi elettronici e ottici",sector,Female,35428,total,contract_type,annual_wage,Tav.7
"CI - Fabbricazione di computer, apparecchi elettronici e ottici",sector,Male,47510,permanent,contract_type,annual_wage,Tav.7
"CI - Fabbricazione di computer, apparecchi elettronici e ottici",sector,Male,23512,temporary,contract_type,annual_wage,Tav.7
"CI - Fabbricazione di computer, apparecchi elettronici e ottici",sector,Male,46138,total,contract_type,annual_wage,Tav.7
"CI - Fabbricazione di computer, apparecchi elettronici e ottici",sector,Total,43669,permanent,contract_type,annual_wage,Tav.7
"CI - Fabbricazione di computer, apparecchi elettronici e ottici",sector,Total,23820,temporary,contract_type,annual_wage,Tav.7
"CI - Fabbricazione di computer, apparecchi elettronici e ottici",sector,Total,42816,total,contract_type,annual_wage,Tav.7
CJ - Fabbricazioni di apparecchi elettrici,sector,Female,33846,permanent,contract_type,annual_wage,Tav.7
CJ - Fabbricazioni di apparecchi elettrici,sector,Female,26121,temporary,contract_type,annual_wage,Tav.7
CJ - Fabbricazioni di apparecchi elettrici,sector,Female,33718,total,contract_type,annual_wage,Tav.7
CJ - Fabbricazioni di apparecchi elettrici,sector,Male,42811,permanent,contract_type,annual_wage,Tav.7
CJ - Fabbricazioni di apparecchi elettrici,sector,Male,27094,temporary,contract_type,annual_wage,Tav.7
CJ - Fabbricazioni di apparecchi elettrici,sector,Male,41749,total,contract_type,annual_wage,Tav.7
CJ - Fabbricazioni di apparecchi elettrici,sector,Total,40396,permanent,contract_type,annual_wage,Tav.7
CJ - Fabbricazioni di apparecchi elettrici,sector,Total,27017,temporary,contract_type,annual_wage,Tav.7
CJ - Fabbricazioni di apparecchi elettrici,sector,Total,39669,total,contract_type,annual_wage,Tav.7
CK - Fabbricazioni di macchinari ed apparecchi n.c.a.,sector,Female,37658,permanent,contract_type,annual_wage,Tav.7
CK - Fabbricazioni di macchinari ed apparecchi n.c.a.,sector,Female,28179,temporary,contract_type,annual_wage,Tav.7
CK - Fabbricazioni di macchinari ed apparecchi n.c.a.,sector,Female,37260,total,contract_type,annual_wage,Tav.7
CK - Fabbricazioni di macchinari ed apparecchi n.c.a.,sector,Male,44025,permanent,contract_type,annual_wage,Tav.7
CK - Fabbricazioni di macchinari ed apparecchi n.c.a.,sector,Male,27499,temporary,contract_type,annual_wage,Tav.7
CK - Fabbricazioni di macchinari ed apparecchi n.c.a.,sector,Male,43259,total,contract_type,annual_wage,Tav.7
CK - Fabbricazioni di macchinari ed apparecchi n.c.a.,sector,Total,42869,permanent,contract_type,annual_wage,Tav.7
CK - Fabbricazioni di macchinari ed apparecchi n.c.a.,sector,Total,27612,temporary,contract_type,annual_wage,Tav.7
CK - Fabbricazioni di macchinari ed apparecchi n.c.a.,sector,Total,42174,total,contract_type,annual_wage,Tav.7
CL - Fabbricazione di mezzi di trasporto,sector,Female,40657,permanent,contract_type,annual_wage,Tav.7
CL - Fabbricazione di mezzi di trasporto,sector,Female,24648,temporary,contract_type,annual_wage,Tav.7
CL - Fabbricazione di mezzi di trasporto,sector,Female,39916,total,contract_type,annual_wage,Tav.7
CL - Fabbricazione di mezzi di trasporto,sector,Male,46109,permanent,contract_type,annual_wage,Tav.7
CL - Fabbricazione di mezzi di trasporto,sector,Male,24885,temporary,contract_type,annual_wage,Tav.7
CL - Fabbricazione di mezzi di trasporto,sector,Male,45348,total,contract_type,annual_wage,Tav.7
CL - Fabbricazione di mezzi di trasporto,sector,Total,45111,permanent,contract_type,annual_wage,Tav.7
CL - Fabbricazione di mezzi di trasporto,sector,Total,24831,temporary,contract_type,annual_wage,Tav.7
CL - Fabbricazione di mezzi di trasporto,sector,Total,44344,total,contract_type,annual_wage,Tav.7
"CM - Altre industrie manifatturiere, riparazioni ed installazione",sector,Female,32113,permanent,contract_type,annual_wage,Tav.7
"CM - Altre industrie manifatturiere, riparazioni ed installazione",sector,Female,24860,temporary,contract_type,annual_wage,Tav.7
"CM - Altre industrie manifatturiere, riparazioni ed installazione",sector,Female,31628,total,contract_type,annual_wage,Tav.7
"CM - Altre industrie manifatturiere, riparazioni ed installazione",sector,Male,36112,permanent,contract_type,annual_wage,Tav.7
"CM - Altre industrie manifatturiere, riparazioni ed installazione",sector,Male,25729,temporary,contract_type,annual_wage,Tav.7
"CM - Altre industrie manifatturiere, riparazioni ed installazione",sector,Male,35392,total,contract_type,annual_wage,Tav.7
"CM - Altre industrie manifatturiere, riparazioni ed installazione",sector,Total,35019,permanent,contract_type,annual_wage,Tav.7
"CM - Altre industrie manifatturiere, riparazioni ed installazione",sector,Total,25498,temporary,contract_type,annual_wage,Tav.7
"CM - Altre industrie manifatturiere, riparazioni ed installazione",sector,Total,34366,total,contract_type,annual_wage,Tav.7
"D - Fornitura di energia elettrica, gas, vapore e aria condizionata",sector,Female,51563,permanent,contract_type,annual_wage,Tav.7
"D - Fornitura di energia elettrica, gas, vapore e aria condizionata",sector,Female,29404,temporary,contract_type,annual_wage,Tav.7
"D - Fornitura di energia elettrica, gas, vapore e aria condizionata",sector,Female,50529,total,contract_type,annual_wage,Tav.7
"D - Fornitura di energia elettrica, gas, vapore e aria condizionata",sector,Male,59244,permanent,contract_type,annual_wage,Tav.7
"D - Fornitura di energia elettrica, gas, vapore e aria condizionata",sector,Male,29337,temporary,contract_type,annual_wage,Tav.7
"D - Fornitura di energia elettrica, gas, vapore e aria condizionata",sector,Male,57797,total,contract_type,annual_wage,Tav.7
"D - Fornitura di energia elettrica, gas, vapore e aria condizionata",sector,Total,57441,permanent,contract_type,annual_wage,Tav.7
"D - Fornitura di energia elettrica, gas, vapore e aria condizionata",sector,Total,29352,temporary,contract_type,annual_wage,Tav.7
"D - Fornitura di energia elettrica, gas, vapore e aria condizionata",sector,Total,56093,total,contract_type,annual_wage,Tav.7
"E - Fornitura di acqua; reti fognarie, attività di gestione dei rifiuti e risanamento",sector,Female,36407,permanent,contract_type,annual_wage,Tav.7
"E - Fornitura di acqua; reti fognarie, attività di gestione dei rifiuti e risanamento",sector,Female,23144,temporary,contract_type,annual_wage,Tav.7
"E - Fornitura di acqua; reti fognarie, attività di gestione dei rifiuti e risanamento",sector,Female,35661,total,contract_type,annual_wage,Tav.7
"E - Fornitura di acqua; reti fognarie, attività di gestione dei rifiuti e risanamento",sector,Male,35787,permanent,contract_type,annual_wage,Tav.7
"E - Fornitura di acqua; reti fognarie, attività di gestione dei rifiuti e risanamento",sector,Male,24866,temporary,contract_type,annual_wage,Tav.7
"E - Fornitura di acqua; reti fognarie, attività di gestione dei rifiuti e risanamento",sector,Male,35073,total,contract_type,annual_wage,Tav.7
"E - Fornitura di acqua; reti fognarie, attività di gestione dei rifiuti e risanamento",sector,Total,35889,permanent,contract_type,annual_wage,Tav.7
"E - Fornitura di acqua; reti fognarie, attività di gestione dei rifiuti e risanamento",sector,Total,24619,temporary,contract_type,annual_wage,Tav.7
"E - Fornitura di acqua; reti fognarie, attività di gestione dei rifiuti e risanamento",sector,Total,35169,total,contract_type,annual_wage,Tav.7
F - Costruzioni,sector,Female,32391,permanent,contract_type,annual_wage,Tav.7
F - Costruzioni,sector,Female,24611,temporary,contract_type,annual_wage,Tav.7
F - Costruzioni,sector,Female,31866,total,contract_type,annual_wage,Tav.7
F - Costruzioni,sector,Male,33379,permanent,contract_type,annual_wage,Tav.7
F - Costruzioni,sector,Male,23883,temporary,contract_type,annual_wage,Tav.7
F - Costruzioni,sector,Male,32247,total,contract_type,annual_wage,Tav.7
F - Costruzioni,sector,Total,33257,permanent,contract_type,annual_wage,Tav.7
F - Costruzioni,sector,Total,23934,temporary,contract_type,annual_wage,Tav.7
F - Costruzioni,sector,Total,32202,total,contract_type,annual_wage,Tav.7
G - Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli,sector,Female,32946,permanent,contract_type,annual_wage,Tav.7
G - Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli,sector,Female,23692,temporary,contract_type,annual_wage,Tav.7
G - Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli,sector,Female,31788,total,contract_type,annual_wage,Tav.7
G - Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli,sector,Male,40059,permanent,contract_type,annual_wage,Tav.7
G - Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli,sector,Male,23558,temporary,contract_type,annual_wage,Tav.7
G - Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli,sector,Male,38328,total,contract_type,annual_wage,Tav.7
G - Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli,sector,Total,36841,permanent,contract_type,annual_wage,Tav.7
G - Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli,sector,Total,23626,temporary,contract_type,annual_wage,Tav.7
G - Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli,sector,Total,35332,total,contract_type,annual_wage,Tav.7
H - Trasporto e magazzinaggio,sector,Female,33787,permanent,contract_type,annual_wage,Tav.7
H - Trasporto e magazzinaggio,sector,Female,24259,temporary,contract_type,annual_wage,Tav.7
H - Trasporto e magazzinaggio,sector,Female,32936,total,contract_type,annual_wage,Tav.7
H - Trasporto e magazzinaggio,sector,Male,34645,permanent,contract_type,annual_wage,Tav.7
H - Trasporto e magazzinaggio,sector,Male,27572,temporary,contract_type,annual_wage,Tav.7
H - Trasporto e magazzinaggio,sector,Male,33969,total,contract_type,annual_wage,Tav.7
H - Trasporto e magazzinaggio,sector,Total,34449,permanent,contract_type,annual_wage,Tav.7
H - Trasporto e magazzinaggio,sector,Total,26858,temporary,contract_type,annual_wage,Tav.7
H - Trasporto e magazzinaggio,sector,Total,33734,total,contract_type,annual_wage,Tav.7
I - Attività dei servizi di alloggio e di ristorazione,sector,Female,25892,permanent,contract_type,annual_wage,Tav.7
I - Attività dei servizi di alloggio e di ristorazione,sector,Female,23312,temporary,contract_type,annual_wage,Tav.7
I - Attività dei servizi di alloggio e di ristorazione,sector,Female,25283,total,contract_type,annual_wage,Tav.7
I - Attività dei servizi di alloggio e di ristorazione,sector,Male,27613,permanent,contract_type,annual_wage,Tav.7
I - Attività dei servizi di alloggio e di ristorazione,sector,Male,24726,temporary,contract_type,annual_wage,Tav.7
I - Attività dei servizi di alloggio e di ristorazione,sector,Male,26808,total,contract_type,annual_wage,Tav.7
I - Attività dei servizi di alloggio e di ristorazione,sector,Total,26722,permanent,contract_type,annual_wage,Tav.7
I - Attività dei servizi di alloggio e di ristorazione,sector,Total,24073,temporary,contract_type,annual_wage,Tav.7
I - Attività dei servizi di alloggio e di ristorazione,sector,Total,26041,total,contract_type,annual_wage,Tav.7
J - Servizi di informazione e comunicazione,sector,Female,41348,permanent,contract_type,annual_wage,Tav.7
J - Servizi di informazione e comunicazione,sector,Female,26385,temporary,contract_type,annual_wage,Tav.7
J - Servizi di informazione e comunicazione,sector,Female,40068,total,contract_type,annual_wage,Tav.7
J - Servizi di informazione e comunicazione,sector,Male,50710,permanent,contract_type,annual_wage,Tav.7
J - Servizi di informazione e comunicazione,sector,Male,26035,temporary,contract_type,annual_wage,Tav.7
J - Servizi di informazione e comunicazione,sector,Male,48709,total,contract_type,annual_wage,Tav.7
J - Servizi di informazione e comunicazione,sector,Total,47456,permanent,contract_type,annual_wage,Tav.7
J - Servizi di informazione e comunicazione,sector,Total,26161,temporary,contract_type,annual_wage,Tav.7
J - Servizi di informazione e comunicazione,sector,Total,45696,total,contract_type,annual_wage,Tav.7
K - Attività finanziarie ed assicurative,sector,Female,53744,permanent,contract_type,annual_wage,Tav.7
K - Attività finanziarie ed assicurative,sector,Female,31316,temporary,contract_type,annual_wage,Tav.7
K - Attività finanziarie ed assicurative,sector,Female,53183,total,contract_type,annual_wage,Tav.7
K - Attività finanziarie ed assicurative,sector,Male,72558,permanent,contract_type,annual_wage,Tav.7
K - Attività finanziarie ed assicurative,sector,Male,42105,temporary,contract_type,annual_wage,Tav.7
K - Attività finanziarie ed assicurative,sector,Male,71855,total,contract_type,annual_wage,Tav.7
K - Attività finanziarie ed assicurative,sector,Total,63733,permanent,contract_type,annual_wage,Tav.7
K - Attività finanziarie ed assicurative,sector,Total,36827,temporary,contract_type,annual_wage,Tav.7
K - Attività finanziarie ed assicurative,sector,Total,63088,total,contract_type,annual_wage,Tav.7
L - Attivita' immobiliari,sector,Female,37421,permanent,contract_type,annual_wage,Tav.7
L - Attivita' immobiliari,sector,Female,23387,temporary,contract_type,annual_wage,Tav.7
L - Attivita' immobiliari,sector,Female,36180,total,contract_type,annual_wage,Tav.7
L - Attivita' immobiliari,sector,Male,46629,permanent,contract_type,annual_wage,Tav.7
L - Attivita' immobiliari,sector,Male,27372,temporary,contract_type,annual_wage,Tav.7
L - Attivita' immobiliari,sector,Male,45078,total,contract_type,annual_wage,Tav.7
L - Attivita' immobiliari,sector,Total,42058,permanent,contract_type,annual_wage,Tav.7
L - Attivita' immobiliari,sector,Total,25292,temporary,contract_type,annual_wage,Tav.7
L - Attivita' immobiliari,sector,Total,40641,total,contract_type,annual_wage,Tav.7
"M - Attività professionali, scientifiche e tecniche",sector,Female,42841,permanent,contract_type,annual_wage,Tav.7
"M - Attività professionali, scientifiche e tecniche",sector,Female,24878,temporary,contract_type,annual_wage,Tav.7
"M - Attività professionali, scientifiche e tecniche",sector,Female,40673,total,contract_type,annual_wage,Tav.7
"M - Attività professionali, scientifiche e tecniche",sector,Male,58213,permanent,contract_type,annual_wage,Tav.7
"M - Attività professionali, scientifiche e tecniche",sector,Male,28628,temporary,contract_type,annual_wage,Tav.7
"M - Attività professionali, scientifiche e tecniche",sector,Male,55222,total,contract_type,annual_wage,Tav.7
"M - Attività professionali, scientifiche e tecniche",sector,Total,51082,permanent,contract_type,annual_wage,Tav.7
"M - Attività professionali, scientifiche e tecniche",sector,Total,26702,temporary,contract_type,annual_wage,Tav.7
"M - Attività professionali, scientifiche e tecniche",sector,Total,48394,total,contract_type,annual_wage,Tav.7
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Female,26883,permanent,contract_type,annual_wage,Tav.7
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Female,23509,temporary,contract_type,annual_wage,Tav.7
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Female,26099,total,contract_type,annual_wage,Tav.7
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Male,29428,permanent,contract_type,annual_wage,Tav.7
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Male,25205,temporary,contract_type,annual_wage,Tav.7
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Male,28277,total,contract_type,annual_wage,Tav.7
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Total,28213,permanent,contract_type,annual_wage,Tav.7
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Total,24484,temporary,contract_type,annual_wage,Tav.7
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Total,27266,total,contract_type,annual_wage,Tav.7
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Female,38845,permanent,contract_type,annual_wage,Tav.7
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Female,28714,temporary,contract_type,annual_wage,Tav.7
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Female,38200,total,contract_type,annual_wage,Tav.7
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Male,44883,permanent,contract_type,annual_wage,Tav.7
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Male,27558,temporary,contract_type,annual_wage,Tav.7
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Male,44216,total,contract_type,annual_wage,Tav.7
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Total,42708,permanent,contract_type,annual_wage,Tav.7
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Total,28123,temporary,contract_type,annual_wage,Tav.7
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Total,42012,total,contract_type,annual_wage,Tav.7
P - Istruzione,sector,Female,32912,permanent,contract_type,annual_wage,Tav.7
P - Istruzione,sector,Female,26767,temporary,contract_type,annual_wage,Tav.7
P - Istruzione,sector,Female,31785,total,contract_type,annual_wage,Tav.7
P - Istruzione,sector,Male,37995,permanent,contract_type,annual_wage,Tav.7
P - Istruzione,sector,Male,28747,temporary,contract_type,annual_wage,Tav.7
P - Istruzione,sector,Male,36058,total,contract_type,annual_wage,Tav.7
P - Istruzione,sector,Total,34077,permanent,contract_type,annual_wage,Tav.7
P - Istruzione,sector,Total,27281,temporary,contract_type,annual_wage,Tav.7
P - Istruzione,sector,Total,32789,total,contract_type,annual_wage,Tav.7
Q - Sanita' e assistenza sociale,sector,Female,35786,permanent,contract_type,annual_wage,Tav.7
Q - Sanita' e assistenza sociale,sector,Female,28556,temporary,contract_type,annual_wage,Tav.7
Q - Sanita' e assistenza sociale,sector,Female,35172,total,contract_type,annual_wage,Tav.7
Q - Sanita' e assistenza sociale,sector,Male,45176,permanent,contract_type,annual_wage,Tav.7
Q - Sanita' e assistenza sociale,sector,Male,31798,temporary,contract_type,annual_wage,Tav.7
Q - Sanita' e assistenza sociale,sector,Male,44119,total,contract_type,annual_wage,Tav.7
Q - Sanita' e assistenza sociale,sector,Total,38467,permanent,contract_type,annual_wage,Tav.7
Q - Sanita' e assistenza sociale,sector,Total,29431,temporary,contract_type,annual_wage,Tav.7
Q - Sanita' e assistenza sociale,sector,Total,37716,total,contract_type,annual_wage,Tav.7
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Female,31980,permanent,contract_type,annual_wage,Tav.7
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Female,25830,temporary,contract_type,annual_wage,Tav.7
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Female,30949,total,contract_type,annual_wage,Tav.7
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Male,40663,permanent,contract_type,annual_wage,Tav.7
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Male,131986,temporary,contract_type,annual_wage,Tav.7
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Male,60368,total,contract_type,annual_wage,Tav.7
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Total,36795,permanent,contract_type,annual_wage,Tav.7
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Total,92680,temporary,contract_type,annual_wage,Tav.7
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Total,47695,total,contract_type,annual_wage,Tav.7
S - Altre attività di servizi,sector,Female,26282,permanent,contract_type,annual_wage,Tav.7
S - Altre attività di servizi,sector,Female,20524,temporary,contract_type,annual_wage,Tav.7
S - Altre attività di servizi,sector,Female,25324,total,contract_type,annual_wage,Tav.7
S - Altre attività di servizi,sector,Male,31269,permanent,contract_type,annual_wage,Tav.7
S - Altre attività di servizi,sector,Male,22995,temporary,contract_type,annual_wage,Tav.7
S - Altre attività di servizi,sector,Male,29934,total,contract_type,annual_wage,Tav.7
S - Altre attività di servizi,sector,Total,28599,permanent,contract_type,annual_wage,Tav.7
S - Altre attività di servizi,sector,Total,21650,temporary,contract_type,annual_wage,Tav.7
S - Altre attività di servizi,sector,Total,27459,total,contract_type,annual_wage,Tav.7
Industria in senso stretto (B-E),sector,Female,35030,permanent,contract_type,annual_wage,Tav.7
Industria in senso stretto (B-E),sector,Female,23532,temporary,contract_type,annual_wage,Tav.7
Industria in senso stretto (B-E),sector,Female,34117,total,contract_type,annual_wage,Tav.7
Industria in senso stretto (B-E),sector,Male,41459,permanent,contract_type,annual_wage,Tav.7
Industria in senso stretto (B-E),sector,Male,25218,temporary,contract_type,annual_wage,Tav.7
Industria in senso stretto (B-E),sector,Male,40370,total,contract_type,annual_wage,Tav.7
Industria in senso stretto (B-E),sector,Total,39820,permanent,contract_type,annual_wage,Tav.7
Industria in senso stretto (B-E),sector,Total,24727,temporary,contract_type,annual_wage,Tav.7
Industria in senso stretto (B-E),sector,Total,38760,total,contract_type,annual_wage,Tav.7
Industria (B-F),sector,Female,34838,permanent,contract_type,annual_wage,Tav.7
Industria (B-F),sector,Female,23599,temporary,contract_type,annual_wage,Tav.7
Industria (B-F),sector,Female,33955,total,contract_type,annual_wage,Tav.7
Industria (B-F),sector,Male,40165,permanent,contract_type,annual_wage,Tav.7
Industria (B-F),sector,Male,24865,temporary,contract_type,annual_wage,Tav.7
Industria (B-F),sector,Male,39004,total,contract_type,annual_wage,Tav.7
Industria (B-F),sector,Total,38904,permanent,contract_type,annual_wage,Tav.7
Industria (B-F),sector,Total,24557,temporary,contract_type,annual_wage,Tav.7
Industria (B-F),sector,Total,37807,total,contract_type,annual_wage,Tav.7
Servizi di mercato (G-N),sector,Female,34971,permanent,contract_type,annual_wage,Tav.7
Servizi di mercato (G-N),sector,Female,23923,temporary,contract_type,annual_wage,Tav.7
Servizi di mercato (G-N),sector,Female,33375,total,contract_type,annual_wage,Tav.7
Servizi di mercato (G-N),sector,Male,41568,permanent,contract_type,annual_wage,Tav.7
Servizi di mercato (G-N),sector,Male,25636,temporary,contract_type,annual_wage,Tav.7
Servizi di mercato (G-N),sector,Male,39380,total,contract_type,annual_wage,Tav.7
Servizi di mercato (G-N),sector,Total,38846,permanent,contract_type,annual_wage,Tav.7
Servizi di mercato (G-N),sector,Total,24905,temporary,contract_type,annual_wage,Tav.7
Servizi di mercato (G-N),sector,Total,36891,total,contract_type,annual_wage,Tav.7
Altri Servizi (O-S),sector,Female,35071,permanent,contract_type,annual_wage,Tav.7
Altri Servizi (O-S),sector,Female,27234,temporary,contract_type,annual_wage,Tav.7
Altri Servizi (O-S),sector,Female,34085,total,contract_type,annual_wage,Tav.7
Altri Servizi (O-S),sector,Male,43338,permanent,contract_type,annual_wage,Tav.7
Altri Servizi (O-S),sector,Male,34387,temporary,contract_type,annual_wage,Tav.7
Altri Servizi (O-S),sector,Male,42532,total,contract_type,annual_wage,Tav.7
Altri Servizi (O-S),sector,Total,38351,permanent,contract_type,annual_wage,Tav.7
Altri Servizi (O-S),sector,Total,29461,temporary,contract_type,annual_wage,Tav.7
