row_label,strat_type,sex,breakdown_cat,value,breakdown_var,outcome_var,table_id,nuts1
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Total,5-9 years,14,tenure,hourly_wage,Tav.5,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Total,10-14 years,14.5,tenure,hourly_wage,Tav.5,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Total,15-19 years,16.4,tenure,hourly_wage,Tav.5,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Total,20-24 years,24,tenure,hourly_wage,Tav.5,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Total,25-29 years,16.4,tenure,hourly_wage,Tav.5,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Total,30-34 years,21.5,tenure,hourly_wage,Tav.5,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Total,35+ years,27.6,tenure,hourly_wage,Tav.5,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Total,total,23.1,tenure,hourly_wage,Tav.5,NA
S - Altre attività di servizi,sector,Female,0-4 years,9.4,tenure,hourly_wage,Tav.5,NA
S - Altre attività di servizi,sector,Female,5-9 years,10.2,tenure,hourly_wage,Tav.5,NA
S - Altre attività di servizi,sector,Female,10-14 years,11.5,tenure,hourly_wage,Tav.5,NA
S - Altre attività di servizi,sector,Female,15-19 years,14.2,tenure,hourly_wage,Tav.5,NA
S - Altre attività di servizi,sector,Female,20-24 years,16.1,tenure,hourly_wage,Tav.5,NA
S - Altre attività di servizi,sector,Female,25-29 years,15,tenure,hourly_wage,Tav.5,NA
S - Altre attività di servizi,sector,Female,30-34 years,13,tenure,hourly_wage,Tav.5,NA
S - Altre attività di servizi,sector,Female,35+ years,12.8,tenure,hourly_wage,Tav.5,NA
S - Altre attività di servizi,sector,Female,total,10.8,tenure,hourly_wage,Tav.5,NA
S - Altre attività di servizi,sector,Male,0-4 years,10.6,tenure,hourly_wage,Tav.5,NA
S - Altre attività di servizi,sector,Male,5-9 years,11.5,tenure,hourly_wage,Tav.5,NA
S - Altre attività di servizi,sector,Male,10-14 years,16.1,tenure,hourly_wage,Tav.5,NA
S - Altre attività di servizi,sector,Male,15-19 years,15.1,tenure,hourly_wage,Tav.5,NA
S - Altre attività di servizi,sector,Male,20-24 years,18.3,tenure,hourly_wage,Tav.5,NA
S - Altre attività di servizi,sector,Male,25-29 years,21,tenure,hourly_wage,Tav.5,NA
S - Altre attività di servizi,sector,Male,30-34 years,19.9,tenure,hourly_wage,Tav.5,NA
S - Altre attività di servizi,sector,Male,35+ years,17.7,tenure,hourly_wage,Tav.5,NA
S - Altre attività di servizi,sector,Male,total,12.5,tenure,hourly_wage,Tav.5,NA
S - Altre attività di servizi,sector,Total,0-4 years,10,tenure,hourly_wage,Tav.5,NA
S - Altre attività di servizi,sector,Total,5-9 years,10.8,tenure,hourly_wage,Tav.5,NA
S - Altre attività di servizi,sector,Total,10-14 years,13.6,tenure,hourly_wage,Tav.5,NA
S - Altre attività di servizi,sector,Total,15-19 years,14.5,tenure,hourly_wage,Tav.5,NA
S - Altre attività di servizi,sector,Total,20-24 years,17.1,tenure,hourly_wage,Tav.5,NA
S - Altre attività di servizi,sector,Total,25-29 years,17.6,tenure,hourly_wage,Tav.5,NA
S - Altre attività di servizi,sector,Total,30-34 years,15.7,tenure,hourly_wage,Tav.5,NA
S - Altre attività di servizi,sector,Total,35+ years,14.4,tenure,hourly_wage,Tav.5,NA
S - Altre attività di servizi,sector,Total,total,11.6,tenure,hourly_wage,Tav.5,NA
Industria in senso stretto (B-E),sector,Female,0-4 years,12.1,tenure,hourly_wage,Tav.5,NA
Industria in senso stretto (B-E),sector,Female,5-9 years,13.6,tenure,hourly_wage,Tav.5,NA
Industria in senso stretto (B-E),sector,Female,10-14 years,15.1,tenure,hourly_wage,Tav.5,NA
Industria in senso stretto (B-E),sector,Female,15-19 years,15.1,tenure,hourly_wage,Tav.5,NA
Industria in senso stretto (B-E),sector,Female,20-24 years,14.7,tenure,hourly_wage,Tav.5,NA
Industria in senso stretto (B-E),sector,Female,25-29 years,16.4,tenure,hourly_wage,Tav.5,NA
Industria in senso stretto (B-E),sector,Female,30-34 years,15.6,tenure,hourly_wage,Tav.5,NA
Industria in senso stretto (B-E),sector,Female,35+ years,19.5,tenure,hourly_wage,Tav.5,NA
Industria in senso stretto (B-E),sector,Female,total,13.8,tenure,hourly_wage,Tav.5,NA
Industria in senso stretto (B-E),sector,Male,0-4 years,13.8,tenure,hourly_wage,Tav.5,NA
Industria in senso stretto (B-E),sector,Male,5-9 years,15.7,tenure,hourly_wage,Tav.5,NA
Industria in senso stretto (B-E),sector,Male,10-14 years,16.8,tenure,hourly_wage,Tav.5,NA
Industria in senso stretto (B-E),sector,Male,15-19 years,17.5,tenure,hourly_wage,Tav.5,NA
Industria in senso stretto (B-E),sector,Male,20-24 years,17.7,tenure,hourly_wage,Tav.5,NA
Industria in senso stretto (B-E),sector,Male,25-29 years,17.8,tenure,hourly_wage,Tav.5,NA
Industria in senso stretto (B-E),sector,Male,30-34 years,21,tenure,hourly_wage,Tav.5,NA
Industria in senso stretto (B-E),sector,Male,35+ years,20,tenure,hourly_wage,Tav.5,NA
Industria in senso stretto (B-E),sector,Male,total,16,tenure,hourly_wage,Tav.5,NA
Industria in senso stretto (B-E),sector,Total,0-4 years,13.4,tenure,hourly_wage,Tav.5,NA
Industria in senso stretto (B-E),sector,Total,5-9 years,15.1,tenure,hourly_wage,Tav.5,NA
Industria in senso stretto (B-E),sector,Total,10-14 years,16.4,tenure,hourly_wage,Tav.5,NA
Industria in senso stretto (B-E),sector,Total,15-19 years,16.9,tenure,hourly_wage,Tav.5,NA
Industria in senso stretto (B-E),sector,Total,20-24 years,16.8,tenure,hourly_wage,Tav.5,NA
Industria in senso stretto (B-E),sector,Total,25-29 years,17.5,tenure,hourly_wage,Tav.5,NA
Industria in senso stretto (B-E),sector,Total,30-34 years,19.5,tenure,hourly_wage,Tav.5,NA
Industria in senso stretto (B-E),sector,Total,35+ years,19.9,tenure,hourly_wage,Tav.5,NA
Industria in senso stretto (B-E),sector,Total,total,15.4,tenure,hourly_wage,Tav.5,NA
Industria (B-F),sector,Female,0-4 years,12.2,tenure,hourly_wage,Tav.5,NA
Industria (B-F),sector,Female,5-9 years,13.6,tenure,hourly_wage,Tav.5,NA
Industria (B-F),sector,Female,10-14 years,15.1,tenure,hourly_wage,Tav.5,NA
Industria (B-F),sector,Female,15-19 years,15.1,tenure,hourly_wage,Tav.5,NA
Industria (B-F),sector,Female,20-24 years,14.7,tenure,hourly_wage,Tav.5,NA
Industria (B-F),sector,Female,25-29 years,16.4,tenure,hourly_wage,Tav.5,NA
Industria (B-F),sector,Female,30-34 years,15.6,tenure,hourly_wage,Tav.5,NA
Industria (B-F),sector,Female,35+ years,19.2,tenure,hourly_wage,Tav.5,NA
Industria (B-F),sector,Female,total,13.8,tenure,hourly_wage,Tav.5,NA
Industria (B-F),sector,Male,0-4 years,13.5,tenure,hourly_wage,Tav.5,NA
Industria (B-F),sector,Male,5-9 years,15.4,tenure,hourly_wage,Tav.5,NA
Industria (B-F),sector,Male,10-14 years,16.7,tenure,hourly_wage,Tav.5,NA
Industria (B-F),sector,Male,15-19 years,17.2,tenure,hourly_wage,Tav.5,NA
Industria (B-F),sector,Male,20-24 years,17.7,tenure,hourly_wage,Tav.5,NA
Industria (B-F),sector,Male,25-29 years,17.8,tenure,hourly_wage,Tav.5,NA
Industria (B-F),sector,Male,30-34 years,20.9,tenure,hourly_wage,Tav.5,NA
Industria (B-F),sector,Male,35+ years,20,tenure,hourly_wage,Tav.5,NA
Industria (B-F),sector,Male,total,15.6,tenure,hourly_wage,Tav.5,NA
Industria (B-F),sector,Total,0-4 years,13.2,tenure,hourly_wage,Tav.5,NA
Industria (B-F),sector,Total,5-9 years,14.9,tenure,hourly_wage,Tav.5,NA
Industria (B-F),sector,Total,10-14 years,16.3,tenure,hourly_wage,Tav.5,NA
Industria (B-F),sector,Total,15-19 years,16.7,tenure,hourly_wage,Tav.5,NA
Industria (B-F),sector,Total,20-24 years,16.8,tenure,hourly_wage,Tav.5,NA
Industria (B-F),sector,Total,25-29 years,17.5,tenure,hourly_wage,Tav.5,NA
Industria (B-F),sector,Total,30-34 years,19.5,tenure,hourly_wage,Tav.5,NA
Industria (B-F),sector,Total,35+ years,19.8,tenure,hourly_wage,Tav.5,NA
Industria (B-F),sector,Total,total,15.1,tenure,hourly_wage,Tav.5,NA
Servizi di mercato (G-N),sector,Female,0-4 years,11.5,tenure,hourly_wage,Tav.5,NA
Servizi di mercato (G-N),sector,Female,5-9 years,13.2,tenure,hourly_wage,Tav.5,NA
Servizi di mercato (G-N),sector,Female,10-14 years,14.3,tenure,hourly_wage,Tav.5,NA
Servizi di mercato (G-N),sector,Female,15-19 years,15.5,tenure,hourly_wage,Tav.5,NA
Servizi di mercato (G-N),sector,Female,20-24 years,17.3,tenure,hourly_wage,Tav.5,NA
Servizi di mercato (G-N),sector,Female,25-29 years,18.5,tenure,hourly_wage,Tav.5,NA
Servizi di mercato (G-N),sector,Female,30-34 years,20.9,tenure,hourly_wage,Tav.5,NA
Servizi di mercato (G-N),sector,Female,35+ years,20.1,tenure,hourly_wage,Tav.5,NA
Servizi di mercato (G-N),sector,Female,total,13.3,tenure,hourly_wage,Tav.5,NA
Servizi di mercato (G-N),sector,Male,0-4 years,13,tenure,hourly_wage,Tav.5,NA
Servizi di mercato (G-N),sector,Male,5-9 years,15.8,tenure,hourly_wage,Tav.5,NA
Servizi di mercato (G-N),sector,Male,10-14 years,17.5,tenure,hourly_wage,Tav.5,NA
Servizi di mercato (G-N),sector,Male,15-19 years,19.5,tenure,hourly_wage,Tav.5,NA
Servizi di mercato (G-N),sector,Male,20-24 years,21.3,tenure,hourly_wage,Tav.5,NA
Servizi di mercato (G-N),sector,Male,25-29 years,22.4,tenure,hourly_wage,Tav.5,NA
Servizi di mercato (G-N),sector,Male,30-34 years,23.1,tenure,hourly_wage,Tav.5,NA
Servizi di mercato (G-N),sector,Male,35+ years,24.6,tenure,hourly_wage,Tav.5,NA
Servizi di mercato (G-N),sector,Male,total,15.5,tenure,hourly_wage,Tav.5,NA
Servizi di mercato (G-N),sector,Total,0-4 years,12.4,tenure,hourly_wage,Tav.5,NA
Servizi di mercato (G-N),sector,Total,5-9 years,14.7,tenure,hourly_wage,Tav.5,NA
Servizi di mercato (G-N),sector,Total,10-14 years,16.1,tenure,hourly_wage,Tav.5,NA
Servizi di mercato (G-N),sector,Total,15-19 years,17.6,tenure,hourly_wage,Tav.5,NA
Servizi di mercato (G-N),sector,Total,20-24 years,19.5,tenure,hourly_wage,Tav.5,NA
Servizi di mercato (G-N),sector,Total,25-29 years,20.8,tenure,hourly_wage,Tav.5,NA
Servizi di mercato (G-N),sector,Total,30-34 years,22.2,tenure,hourly_wage,Tav.5,NA
Servizi di mercato (G-N),sector,Total,35+ years,22.8,tenure,hourly_wage,Tav.5,NA
Servizi di mercato (G-N),sector,Total,total,14.6,tenure,hourly_wage,Tav.5,NA
Altri Servizi (O-S),sector,Female,0-4 years,16.1,tenure,hourly_wage,Tav.5,NA
Altri Servizi (O-S),sector,Female,5-9 years,18.3,tenure,hourly_wage,Tav.5,NA
Altri Servizi (O-S),sector,Female,10-14 years,18.9,tenure,hourly_wage,Tav.5,NA
Altri Servizi (O-S),sector,Female,15-19 years,20.1,tenure,hourly_wage,Tav.5,NA
Altri Servizi (O-S),sector,Female,20-24 years,20.3,tenure,hourly_wage,Tav.5,NA
Altri Servizi (O-S),sector,Female,25-29 years,19.5,tenure,hourly_wage,Tav.5,NA
Altri Servizi (O-S),sector,Female,30-34 years,22,tenure,hourly_wage,Tav.5,NA
Altri Servizi (O-S),sector,Female,35+ years,21.3,tenure,hourly_wage,Tav.5,NA
Altri Servizi (O-S),sector,Female,total,18.6,tenure,hourly_wage,Tav.5,NA
Altri Servizi (O-S),sector,Male,0-4 years,18.3,tenure,hourly_wage,Tav.5,NA
Altri Servizi (O-S),sector,Male,5-9 years,19.1,tenure,hourly_wage,Tav.5,NA
Altri Servizi (O-S),sector,Male,10-14 years,22.1,tenure,hourly_wage,Tav.5,NA
Altri Servizi (O-S),sector,Male,15-19 years,22,tenure,hourly_wage,Tav.5,NA
Altri Servizi (O-S),sector,Male,20-24 years,22.8,tenure,hourly_wage,Tav.5,NA
Altri Servizi (O-S),sector,Male,25-29 years,23.1,tenure,hourly_wage,Tav.5,NA
Altri Servizi (O-S),sector,Male,30-34 years,23.2,tenure,hourly_wage,Tav.5,NA
Altri Servizi (O-S),sector,Male,35+ years,22.2,tenure,hourly_wage,Tav.5,NA
Altri Servizi (O-S),sector,Male,total,21.2,tenure,hourly_wage,Tav.5,NA
Altri Servizi (O-S),sector,Total,0-4 years,16.8,tenure,hourly_wage,Tav.5,NA
Altri Servizi (O-S),sector,Total,5-9 years,18.6,tenure,hourly_wage,Tav.5,NA
Altri Servizi (O-S),sector,Total,10-14 years,20.4,tenure,hourly_wage,Tav.5,NA
Altri Servizi (O-S),sector,Total,15-19 years,20.9,tenure,hourly_wage,Tav.5,NA
Altri Servizi (O-S),sector,Total,20-24 years,21.3,tenure,hourly_wage,Tav.5,NA
Altri Servizi (O-S),sector,Total,25-29 years,20.9,tenure,hourly_wage,Tav.5,NA
Altri Servizi (O-S),sector,Total,30-34 years,22.5,tenure,hourly_wage,Tav.5,NA
Altri Servizi (O-S),sector,Total,35+ years,21.7,tenure,hourly_wage,Tav.5,NA
Altri Servizi (O-S),sector,Total,total,19.6,tenure,hourly_wage,Tav.5,NA
Totale Servizi (G-S),sector,Female,0-4 years,13.4,tenure,hourly_wage,Tav.5,NA
Totale Servizi (G-S),sector,Female,5-9 years,15.8,tenure,hourly_wage,Tav.5,NA
Totale Servizi (G-S),sector,Female,10-14 years,17.6,tenure,hourly_wage,Tav.5,NA
Totale Servizi (G-S),sector,Female,15-19 years,18.6,tenure,hourly_wage,Tav.5,NA
Totale Servizi (G-S),sector,Female,20-24 years,19.2,tenure,hourly_wage,Tav.5,NA
Totale Servizi (G-S),sector,Female,25-29 years,19.3,tenure,hourly_wage,Tav.5,NA
Totale Servizi (G-S),sector,Female,30-34 years,21.6,tenure,hourly_wage,Tav.5,NA
Totale Servizi (G-S),sector,Female,35+ years,21,tenure,hourly_wage,Tav.5,NA
Totale Servizi (G-S),sector,Female,total,16.2,tenure,hourly_wage,Tav.5,NA
Totale Servizi (G-S),sector,Male,0-4 years,13.9,tenure,hourly_wage,Tav.5,NA
Totale Servizi (G-S),sector,Male,5-9 years,16.6,tenure,hourly_wage,Tav.5,NA
Totale Servizi (G-S),sector,Male,10-14 years,20.3,tenure,hourly_wage,Tav.5,NA
Totale Servizi (G-S),sector,Male,15-19 years,20.9,tenure,hourly_wage,Tav.5,NA
Totale Servizi (G-S),sector,Male,20-24 years,22.1,tenure,hourly_wage,Tav.5,NA
Totale Servizi (G-S),sector,Male,25-29 years,22.8,tenure,hourly_wage,Tav.5,NA
Totale Servizi (G-S),sector,Male,30-34 years,23.2,tenure,hourly_wage,Tav.5,NA
Totale Servizi (G-S),sector,Male,35+ years,23.2,tenure,hourly_wage,Tav.5,NA
Totale Servizi (G-S),sector,Male,total,17.5,tenure,hourly_wage,Tav.5,NA
Totale Servizi (G-S),sector,Total,0-4 years,13.7,tenure,hourly_wage,Tav.5,NA
Totale Servizi (G-S),sector,Total,5-9 years,16.2,tenure,hourly_wage,Tav.5,NA
Totale Servizi (G-S),sector,Total,10-14 years,18.9,tenure,hourly_wage,Tav.5,NA
Totale Servizi (G-S),sector,Total,15-19 years,19.6,tenure,hourly_wage,Tav.5,NA
Totale Servizi (G-S),sector,Total,20-24 years,20.5,tenure,hourly_wage,Tav.5,NA
Totale Servizi (G-S),sector,Total,25-29 years,20.9,tenure,hourly_wage,Tav.5,NA
Totale Servizi (G-S),sector,Total,30-34 years,22.4,tenure,hourly_wage,Tav.5,NA
Totale Servizi (G-S),sector,Total,35+ years,22.1,tenure,hourly_wage,Tav.5,NA
Totale Servizi (G-S),sector,Total,total,16.9,tenure,hourly_wage,Tav.5,NA
Totale (B-S),sector,Female,0-4 years,13.2,tenure,hourly_wage,Tav.5,NA
Totale (B-S),sector,Female,5-9 years,15.3,tenure,hourly_wage,Tav.5,NA
Totale (B-S),sector,Female,10-14 years,17.3,tenure,hourly_wage,Tav.5,NA
Totale (B-S),sector,Female,15-19 years,18.2,tenure,hourly_wage,Tav.5,NA
Totale (B-S),sector,Female,20-24 years,18.4,tenure,hourly_wage,Tav.5,NA
Totale (B-S),sector,Female,25-29 years,18.8,tenure,hourly_wage,Tav.5,NA
Totale (B-S),sector,Female,30-34 years,20.6,tenure,hourly_wage,Tav.5,NA
Totale (B-S),sector,Female,35+ years,20.8,tenure,hourly_wage,Tav.5,NA
Totale (B-S),sector,Female,total,15.9,tenure,hourly_wage,Tav.5,NA
Totale (B-S),sector,Male,0-4 years,13.8,tenure,hourly_wage,Tav.5,NA
Totale (B-S),sector,Male,5-9 years,16.1,tenure,hourly_wage,Tav.5,NA
Totale (B-S),sector,Male,10-14 years,19.3,tenure,hourly_wage,Tav.5,NA
Totale (B-S),sector,Male,15-19 years,19.5,tenure,hourly_wage,Tav.5,NA
Totale (B-S),sector,Male,20-24 years,20.2,tenure,hourly_wage,Tav.5,NA
Totale (B-S),sector,Male,25-29 years,20.7,tenure,hourly_wage,Tav.5,NA
Totale (B-S),sector,Male,30-34 years,22.4,tenure,hourly_wage,Tav.5,NA
Totale (B-S),sector,Male,35+ years,22.1,tenure,hourly_wage,Tav.5,NA
Totale (B-S),sector,Male,total,16.8,tenure,hourly_wage,Tav.5,NA
Totale (B-S),sector,Total,0-4 years,13.5,tenure,hourly_wage,Tav.5,NA
Totale (B-S),sector,Total,5-9 years,15.8,tenure,hourly_wage,Tav.5,NA
Totale (B-S),sector,Total,10-14 years,18.4,tenure,hourly_wage,Tav.5,NA
Totale (B-S),sector,Total,15-19 years,18.9,tenure,hourly_wage,Tav.5,NA
Totale (B-S),sector,Total,20-24 years,19.4,tenure,hourly_wage,Tav.5,NA
Totale (B-S),sector,Total,25-29 years,19.9,tenure,hourly_wage,Tav.5,NA
Totale (B-S),sector,Total,30-34 years,21.6,tenure,hourly_wage,Tav.5,NA
Totale (B-S),sector,Total,35+ years,21.6,tenure,hourly_wage,Tav.5,NA
Totale (B-S),sector,Total,total,16.4,tenure,hourly_wage,Tav.5,NA
Nord-Ovest,geography,Female,0-4 years,13.5,tenure,hourly_wage,Tav.5,Nord-Ovest
Nord-Ovest,geography,Female,5-9 years,15.7,tenure,hourly_wage,Tav.5,Nord-Ovest
Nord-Ovest,geography,Female,10-14 years,17,tenure,hourly_wage,Tav.5,Nord-Ovest
Nord-Ovest,geography,Female,15-19 years,17.6,tenure,hourly_wage,Tav.5,Nord-Ovest
Nord-Ovest,geography,Female,20-24 years,17.9,tenure,hourly_wage,Tav.5,Nord-Ovest
Nord-Ovest,geography,Female,25-29 years,18.1,tenure,hourly_wage,Tav.5,Nord-Ovest
Nord-Ovest,geography,Female,30-34 years,19.2,tenure,hourly_wage,Tav.5,Nord-Ovest
Nord-Ovest,geography,Female,35+ years,19.9,tenure,hourly_wage,Tav.5,Nord-Ovest
Nord-Ovest,geography,Female,total,15.7,tenure,hourly_wage,Tav.5,Nord-Ovest
Nord-Ovest,geography,Male,0-4 years,14.8,tenure,hourly_wage,Tav.5,Nord-Ovest
Nord-Ovest,geography,Male,5-9 years,17.6,tenure,hourly_wage,Tav.5,Nord-Ovest
Nord-Ovest,geography,Male,10-14 years,19.2,tenure,hourly_wage,Tav.5,Nord-Ovest
Nord-Ovest,geography,Male,15-19 years,19.7,tenure,hourly_wage,Tav.5,Nord-Ovest
Nord-Ovest,geography,Male,20-24 years,21.6,tenure,hourly_wage,Tav.5,Nord-Ovest
Nord-Ovest,geography,Male,25-29 years,21,tenure,hourly_wage,Tav.5,Nord-Ovest
Nord-Ovest,geography,Male,30-34 years,22.6,tenure,hourly_wage,Tav.5,Nord-Ovest
Nord-Ovest,geography,Male,35+ years,22.7,tenure,hourly_wage,Tav.5,Nord-Ovest
Nord-Ovest,geography,Male,total,17.5,tenure,hourly_wage,Tav.5,Nord-Ovest
Nord-Ovest,geography,Total,0-4 years,14.3,tenure,hourly_wage,Tav.5,Nord-Ovest
Nord-Ovest,geography,Total,5-9 years,16.8,tenure,hourly_wage,Tav.5,Nord-Ovest
Nord-Ovest,geography,Total,10-14 years,18.1,tenure,hourly_wage,Tav.5,Nord-Ovest
Nord-Ovest,geography,Total,15-19 years,18.8,tenure,hourly_wage,Tav.5,Nord-Ovest
Nord-Ovest,geography,Total,20-24 years,19.8,tenure,hourly_wage,Tav.5,Nord-Ovest
Nord-Ovest,geography,Total,25-29 years,19.6,tenure,hourly_wage,Tav.5,Nord-Ovest
Nord-Ovest,geography,Total,30-34 years,21.1,tenure,hourly_wage,Tav.5,Nord-Ovest
Nord-Ovest,geography,Total,35+ years,21.5,tenure,hourly_wage,Tav.5,Nord-Ovest
Nord-Ovest,geography,Total,total,16.7,tenure,hourly_wage,Tav.5,Nord-Ovest
Nord-Est,geography,Female,0-4 years,12.6,tenure,hourly_wage,Tav.5,Nord-Est
Nord-Est,geography,Female,5-9 years,14.6,tenure,hourly_wage,Tav.5,Nord-Est
Nord-Est,geography,Female,10-14 years,16.5,tenure,hourly_wage,Tav.5,Nord-Est
Nord-Est,geography,Female,15-19 years,17.5,tenure,hourly_wage,Tav.5,Nord-Est
Nord-Est,geography,Female,20-24 years,17.2,tenure,hourly_wage,Tav.5,Nord-Est
Nord-Est,geography,Female,25-29 years,18.2,tenure,hourly_wage,Tav.5,Nord-Est
Nord-Est,geography,Female,30-34 years,19.1,tenure,hourly_wage,Tav.5,Nord-Est
Nord-Est,geography,Female,35+ years,20.4,tenure,hourly_wage,Tav.5,Nord-Est
Nord-Est,geography,Female,total,15.2,tenure,hourly_wage,Tav.5,Nord-Est
Nord-Est,geography,Male,0-4 years,13.8,tenure,hourly_wage,Tav.5,Nord-Est
Nord-Est,geography,Male,5-9 years,16.5,tenure,hourly_wage,Tav.5,Nord-Est
Nord-Est,geography,Male,10-14 years,18.4,tenure,hourly_wage,Tav.5,Nord-Est
Nord-Est,geography,Male,15-19 years,19.3,tenure,hourly_wage,Tav.5,Nord-Est
Nord-Est,geography,Male,20-24 years,19,tenure,hourly_wage,Tav.5,Nord-Est
Nord-Est,geography,Male,25-29 years,19.3,tenure,hourly_wage,Tav.5,Nord-Est
