row_label,strat_type,sex,breakdown_cat,value,breakdown_var,outcome_var,table_id,nuts1
"E - Fornitura di acqua; reti fognarie, attività di gestione dei rifiuti e risanamento",sector,Male,permanent,35787,contract_type,annual_wage,Tav.7,NA
"E - Fornitura di acqua; reti fognarie, attività di gestione dei rifiuti e risanamento",sector,Male,temporary,24866,contract_type,annual_wage,Tav.7,NA
"E - Fornitura di acqua; reti fognarie, attività di gestione dei rifiuti e risanamento",sector,Male,total,35073,contract_type,annual_wage,Tav.7,NA
"E - Fornitura di acqua; reti fognarie, attività di gestione dei rifiuti e risanamento",sector,Total,permanent,35889,contract_type,annual_wage,Tav.7,NA
"E - Fornitura di acqua; reti fognarie, attività di gestione dei rifiuti e risanamento",sector,Total,temporary,24619,contract_type,annual_wage,Tav.7,NA
"E - Fornitura di acqua; reti fognarie, attività di gestione dei rifiuti e risanamento",sector,Total,total,35169,contract_type,annual_wage,Tav.7,NA
F - Costruzioni,sector,Female,permanent,32391,contract_type,annual_wage,Tav.7,NA
F - Costruzioni,sector,Female,temporary,24611,contract_type,annual_wage,Tav.7,NA
F - Costruzioni,sector,Female,total,31866,contract_type,annual_wage,Tav.7,NA
F - Costruzioni,sector,Male,permanent,33379,contract_type,annual_wage,Tav.7,NA
F - Costruzioni,sector,Male,temporary,23883,contract_type,annual_wage,Tav.7,NA
F - Costruzioni,sector,Male,total,32247,contract_type,annual_wage,Tav.7,NA
F - Costruzioni,sector,Total,permanent,33257,contract_type,annual_wage,Tav.7,NA
F - Costruzioni,sector,Total,temporary,23934,contract_type,annual_wage,Tav.7,NA
F - Costruzioni,sector,Total,total,32202,contract_type,annual_wage,Tav.7,NA
G - Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli,sector,Female,permanent,32946,contract_type,annual_wage,Tav.7,NA
G - Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli,sector,Female,temporary,23692,contract_type,annual_wage,Tav.7,NA
G - Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli,sector,Female,total,31788,contract_type,annual_wage,Tav.7,NA
G - Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli,sector,Male,permanent,40059,contract_type,annual_wage,Tav.7,NA
G - Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli,sector,Male,temporary,23558,contract_type,annual_wage,Tav.7,NA
G - Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli,sector,Male,total,38328,contract_type,annual_wage,Tav.7,NA
G - Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli,sector,Total,permanent,36841,contract_type,annual_wage,Tav.7,NA
G - Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli,sector,Total,temporary,23626,contract_type,annual_wage,Tav.7,NA
G - Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli,sector,Total,total,35332,contract_type,annual_wage,Tav.7,NA
H - Trasporto e magazzinaggio,sector,Female,permanent,33787,contract_type,annual_wage,Tav.7,NA
H - Trasporto e magazzinaggio,sector,Female,temporary,24259,contract_type,annual_wage,Tav.7,NA
H - Trasporto e magazzinaggio,sector,Female,total,32936,contract_type,annual_wage,Tav.7,NA
H - Trasporto e magazzinaggio,sector,Male,permanent,34645,contract_type,annual_wage,Tav.7,NA
H - Trasporto e magazzinaggio,sector,Male,temporary,27572,contract_type,annual_wage,Tav.7,NA
H - Trasporto e magazzinaggio,sector,Male,total,33969,contract_type,annual_wage,Tav.7,NA
H - Trasporto e magazzinaggio,sector,Total,permanent,34449,contract_type,annual_wage,Tav.7,NA
H - Trasporto e magazzinaggio,sector,Total,temporary,26858,contract_type,annual_wage,Tav.7,NA
H - Trasporto e magazzinaggio,sector,Total,total,33734,contract_type,annual_wage,Tav.7,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Female,permanent,25892,contract_type,annual_wage,Tav.7,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Female,temporary,23312,contract_type,annual_wage,Tav.7,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Female,total,25283,contract_type,annual_wage,Tav.7,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Male,permanent,27613,contract_type,annual_wage,Tav.7,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Male,temporary,24726,contract_type,annual_wage,Tav.7,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Male,total,26808,contract_type,annual_wage,Tav.7,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Total,permanent,26722,contract_type,annual_wage,Tav.7,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Total,temporary,24073,contract_type,annual_wage,Tav.7,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Total,total,26041,contract_type,annual_wage,Tav.7,NA
J - Servizi di informazione e comunicazione,sector,Female,permanent,41348,contract_type,annual_wage,Tav.7,NA
J - Servizi di informazione e comunicazione,sector,Female,temporary,26385,contract_type,annual_wage,Tav.7,NA
J - Servizi di informazione e comunicazione,sector,Female,total,40068,contract_type,annual_wage,Tav.7,NA
J - Servizi di informazione e comunicazione,sector,Male,permanent,50710,contract_type,annual_wage,Tav.7,NA
J - Servizi di informazione e comunicazione,sector,Male,temporary,26035,contract_type,annual_wage,Tav.7,NA
J - Servizi di informazione e comunicazione,sector,Male,total,48709,contract_type,annual_wage,Tav.7,NA
J - Servizi di informazione e comunicazione,sector,Total,permanent,47456,contract_type,annual_wage,Tav.7,NA
J - Servizi di informazione e comunicazione,sector,Total,temporary,26161,contract_type,annual_wage,Tav.7,NA
J - Servizi di informazione e comunicazione,sector,Total,total,45696,contract_type,annual_wage,Tav.7,NA
K - Attività finanziarie ed assicurative,sector,Female,permanent,53744,contract_type,annual_wage,Tav.7,NA
K - Attività finanziarie ed assicurative,sector,Female,temporary,31316,contract_type,annual_wage,Tav.7,NA
K - Attività finanziarie ed assicurative,sector,Female,total,53183,contract_type,annual_wage,Tav.7,NA
K - Attività finanziarie ed assicurative,sector,Male,permanent,72558,contract_type,annual_wage,Tav.7,NA
K - Attività finanziarie ed assicurative,sector,Male,temporary,42105,contract_type,annual_wage,Tav.7,NA
K - Attività finanziarie ed assicurative,sector,Male,total,71855,contract_type,annual_wage,Tav.7,NA
K - Attività finanziarie ed assicurative,sector,Total,permanent,63733,contract_type,annual_wage,Tav.7,NA
K - Attività finanziarie ed assicurative,sector,Total,temporary,36827,contract_type,annual_wage,Tav.7,NA
K - Attività finanziarie ed assicurative,sector,Total,total,63088,contract_type,annual_wage,Tav.7,NA
L - Attivita' immobiliari,sector,Female,permanent,37421,contract_type,annual_wage,Tav.7,NA
L - Attivita' immobiliari,sector,Female,temporary,23387,contract_type,annual_wage,Tav.7,NA
L - Attivita' immobiliari,sector,Female,total,36180,contract_type,annual_wage,Tav.7,NA
L - Attivita' immobiliari,sector,Male,permanent,46629,contract_type,annual_wage,Tav.7,NA
L - Attivita' immobiliari,sector,Male,temporary,27372,contract_type,annual_wage,Tav.7,NA
L - Attivita' immobiliari,sector,Male,total,45078,contract_type,annual_wage,Tav.7,NA
L - Attivita' immobiliari,sector,Total,permanent,42058,contract_type,annual_wage,Tav.7,NA
L - Attivita' immobiliari,sector,Total,temporary,25292,contract_type,annual_wage,Tav.7,NA
L - Attivita' immobiliari,sector,Total,total,40641,contract_type,annual_wage,Tav.7,NA
"M - Attività professionali, scientifiche e tecniche",sector,Female,permanent,42841,contract_type,annual_wage,Tav.7,NA
"M - Attività professionali, scientifiche e tecniche",sector,Female,temporary,24878,contract_type,annual_wage,Tav.7,NA
"M - Attività professionali, scientifiche e tecniche",sector,Female,total,40673,contract_type,annual_wage,Tav.7,NA
"M - Attività professionali, scientifiche e tecniche",sector,Male,permanent,58213,contract_type,annual_wage,Tav.7,NA
"M - Attività professionali, scientifiche e tecniche",sector,Male,temporary,28628,contract_type,annual_wage,Tav.7,NA
"M - Attività professionali, scientifiche e tecniche",sector,Male,total,55222,contract_type,annual_wage,Tav.7,NA
"M - Attività professionali, scientifiche e tecniche",sector,Total,permanent,51082,contract_type,annual_wage,Tav.7,NA
"M - Attività professionali, scientifiche e tecniche",sector,Total,temporary,26702,contract_type,annual_wage,Tav.7,NA
"M - Attività professionali, scientifiche e tecniche",sector,Total,total,48394,contract_type,annual_wage,Tav.7,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Female,permanent,26883,contract_type,annual_wage,Tav.7,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Female,temporary,23509,contract_type,annual_wage,Tav.7,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Female,total,26099,contract_type,annual_wage,Tav.7,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Male,permanent,29428,contract_type,annual_wage,Tav.7,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Male,temporary,25205,contract_type,annual_wage,Tav.7,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Male,total,28277,contract_type,annual_wage,Tav.7,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Total,permanent,28213,contract_type,annual_wage,Tav.7,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Total,temporary,24484,contract_type,annual_wage,Tav.7,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Total,total,27266,contract_type,annual_wage,Tav.7,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Female,permanent,38845,contract_type,annual_wage,Tav.7,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Female,temporary,28714,contract_type,annual_wage,Tav.7,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Female,total,38200,contract_type,annual_wage,Tav.7,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Male,permanent,44883,contract_type,annual_wage,Tav.7,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Male,temporary,27558,contract_type,annual_wage,Tav.7,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Male,total,44216,contract_type,annual_wage,Tav.7,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Total,permanent,42708,contract_type,annual_wage,Tav.7,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Total,temporary,28123,contract_type,annual_wage,Tav.7,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Total,total,42012,contract_type,annual_wage,Tav.7,NA
P - Istruzione,sector,Female,permanent,32912,contract_type,annual_wage,Tav.7,NA
P - Istruzione,sector,Female,temporary,26767,contract_type,annual_wage,Tav.7,NA
P - Istruzione,sector,Female,total,31785,contract_type,annual_wage,Tav.7,NA
P - Istruzione,sector,Male,permanent,37995,contract_type,annual_wage,Tav.7,NA
P - Istruzione,sector,Male,temporary,28747,contract_type,annual_wage,Tav.7,NA
P - Istruzione,sector,Male,total,36058,contract_type,annual_wage,Tav.7,NA
P - Istruzione,sector,Total,permanent,34077,contract_type,annual_wage,Tav.7,NA
P - Istruzione,sector,Total,temporary,27281,contract_type,annual_wage,Tav.7,NA
P - Istruzione,sector,Total,total,32789,contract_type,annual_wage,Tav.7,NA
Q - Sanita' e assistenza sociale,sector,Female,permanent,35786,contract_type,annual_wage,Tav.7,NA
Q - Sanita' e assistenza sociale,sector,Female,temporary,28556,contract_type,annual_wage,Tav.7,NA
Q - Sanita' e assistenza sociale,sector,Female,total,35172,contract_type,annual_wage,Tav.7,NA
Q - Sanita' e assistenza sociale,sector,Male,permanent,45176,contract_type,annual_wage,Tav.7,NA
Q - Sanita' e assistenza sociale,sector,Male,temporary,31798,contract_type,annual_wage,Tav.7,NA
Q - Sanita' e assistenza sociale,sector,Male,total,44119,contract_type,annual_wage,Tav.7,NA
Q - Sanita' e assistenza sociale,sector,Total,permanent,38467,contract_type,annual_wage,Tav.7,NA
Q - Sanita' e assistenza sociale,sector,Total,temporary,29431,contract_type,annual_wage,Tav.7,NA
Q - Sanita' e assistenza sociale,sector,Total,total,37716,contract_type,annual_wage,Tav.7,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Female,permanent,31980,contract_type,annual_wage,Tav.7,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Female,temporary,25830,contract_type,annual_wage,Tav.7,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Female,total,30949,contract_type,annual_wage,Tav.7,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Male,permanent,40663,contract_type,annual_wage,Tav.7,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Male,temporary,131986,contract_type,annual_wage,Tav.7,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Male,total,60368,contract_type,annual_wage,Tav.7,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Total,permanent,36795,contract_type,annual_wage,Tav.7,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Total,temporary,92680,contract_type,annual_wage,Tav.7,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Total,total,47695,contract_type,annual_wage,Tav.7,NA
S - Altre attività di servizi,sector,Female,permanent,26282,contract_type,annual_wage,Tav.7,NA
S - Altre attività di servizi,sector,Female,temporary,20524,contract_type,annual_wage,Tav.7,NA
S - Altre attività di servizi,sector,Female,total,25324,contract_type,annual_wage,Tav.7,NA
S - Altre attività di servizi,sector,Male,permanent,31269,contract_type,annual_wage,Tav.7,NA
S - Altre attività di servizi,sector,Male,temporary,22995,contract_type,annual_wage,Tav.7,NA
S - Altre attività di servizi,sector,Male,total,29934,contract_type,annual_wage,Tav.7,NA
S - Altre attività di servizi,sector,Total,permanent,28599,contract_type,annual_wage,Tav.7,NA
S - Altre attività di servizi,sector,Total,temporary,21650,contract_type,annual_wage,Tav.7,NA
S - Altre attività di servizi,sector,Total,total,27459,contract_type,annual_wage,Tav.7,NA
Industria in senso stretto (B-E),sector,Female,permanent,35030,contract_type,annual_wage,Tav.7,NA
Industria in senso stretto (B-E),sector,Female,temporary,23532,contract_type,annual_wage,Tav.7,NA
Industria in senso stretto (B-E),sector,Female,total,34117,contract_type,annual_wage,Tav.7,NA
Industria in senso stretto (B-E),sector,Male,permanent,41459,contract_type,annual_wage,Tav.7,NA
Industria in senso stretto (B-E),sector,Male,temporary,25218,contract_type,annual_wage,Tav.7,NA
Industria in senso stretto (B-E),sector,Male,total,40370,contract_type,annual_wage,Tav.7,NA
Industria in senso stretto (B-E),sector,Total,permanent,39820,contract_type,annual_wage,Tav.7,NA
Industria in senso stretto (B-E),sector,Total,temporary,24727,contract_type,annual_wage,Tav.7,NA
Industria in senso stretto (B-E),sector,Total,total,38760,contract_type,annual_wage,Tav.7,NA
Industria (B-F),sector,Female,permanent,34838,contract_type,annual_wage,Tav.7,NA
Industria (B-F),sector,Female,temporary,23599,contract_type,annual_wage,Tav.7,NA
Industria (B-F),sector,Female,total,33955,contract_type,annual_wage,Tav.7,NA
Industria (B-F),sector,Male,permanent,40165,contract_type,annual_wage,Tav.7,NA
Industria (B-F),sector,Male,temporary,24865,contract_type,annual_wage,Tav.7,NA
Industria (B-F),sector,Male,total,39004,contract_type,annual_wage,Tav.7,NA
Industria (B-F),sector,Total,permanent,38904,contract_type,annual_wage,Tav.7,NA
Industria (B-F),sector,Total,temporary,24557,contract_type,annual_wage,Tav.7,NA
Industria (B-F),sector,Total,total,37807,contract_type,annual_wage,Tav.7,NA
Servizi di mercato (G-N),sector,Female,permanent,34971,contract_type,annual_wage,Tav.7,NA
Servizi di mercato (G-N),sector,Female,temporary,23923,contract_type,annual_wage,Tav.7,NA
Servizi di mercato (G-N),sector,Female,total,33375,contract_type,annual_wage,Tav.7,NA
Servizi di mercato (G-N),sector,Male,permanent,41568,contract_type,annual_wage,Tav.7,NA
Servizi di mercato (G-N),sector,Male,temporary,25636,contract_type,annual_wage,Tav.7,NA
Servizi di mercato (G-N),sector,Male,total,39380,contract_type,annual_wage,Tav.7,NA
Servizi di mercato (G-N),sector,Total,permanent,38846,contract_type,annual_wage,Tav.7,NA
Servizi di mercato (G-N),sector,Total,temporary,24905,contract_type,annual_wage,Tav.7,NA
Servizi di mercato (G-N),sector,Total,total,36891,contract_type,annual_wage,Tav.7,NA
Altri Servizi (O-S),sector,Female,permanent,35071,contract_type,annual_wage,Tav.7,NA
Altri Servizi (O-S),sector,Female,temporary,27234,contract_type,annual_wage,Tav.7,NA
Altri Servizi (O-S),sector,Female,total,34085,contract_type,annual_wage,Tav.7,NA
Altri Servizi (O-S),sector,Male,permanent,43338,contract_type,annual_wage,Tav.7,NA
Altri Servizi (O-S),sector,Male,temporary,34387,contract_type,annual_wage,Tav.7,NA
Altri Servizi (O-S),sector,Male,total,42532,contract_type,annual_wage,Tav.7,NA
Altri Servizi (O-S),sector,Total,permanent,38351,contract_type,annual_wage,Tav.7,NA
Altri Servizi (O-S),sector,Total,temporary,29461,contract_type,annual_wage,Tav.7,NA
Altri Servizi (O-S),sector,Total,total,37356,contract_type,annual_wage,Tav.7,NA
Totale Servizi (G-S),sector,Female,permanent,35029,contract_type,annual_wage,Tav.7,NA
Totale Servizi (G-S),sector,Female,temporary,25701,contract_type,annual_wage,Tav.7,NA
Totale Servizi (G-S),sector,Female,total,33781,contract_type,annual_wage,Tav.7,NA
Totale Servizi (G-S),sector,Male,permanent,42250,contract_type,annual_wage,Tav.7,NA
Totale Servizi (G-S),sector,Male,temporary,28092,contract_type,annual_wage,Tav.7,NA
Totale Servizi (G-S),sector,Male,total,40556,contract_type,annual_wage,Tav.7,NA
Totale Servizi (G-S),sector,Total,permanent,38608,contract_type,annual_wage,Tav.7,NA
Totale Servizi (G-S),sector,Total,temporary,26810,contract_type,annual_wage,Tav.7,NA
Totale Servizi (G-S),sector,Total,total,37111,contract_type,annual_wage,Tav.7,NA
Totale (B-S),sector,Female,permanent,34999,contract_type,annual_wage,Tav.7,NA
Totale (B-S),sector,Female,temporary,25504,contract_type,annual_wage,Tav.7,NA
Totale (B-S),sector,Female,total,33807,contract_type,annual_wage,Tav.7,NA
Totale (B-S),sector,Male,permanent,41455,contract_type,annual_wage,Tav.7,NA
Totale (B-S),sector,Male,temporary,27218,contract_type,annual_wage,Tav.7,NA
Totale (B-S),sector,Male,total,39982,contract_type,annual_wage,Tav.7,NA
Totale (B-S),sector,Total,permanent,38692,contract_type,annual_wage,Tav.7,NA
Totale (B-S),sector,Total,temporary,26392,contract_type,annual_wage,Tav.7,NA
Totale (B-S),sector,Total,total,37302,contract_type,annual_wage,Tav.7,NA
Nord-Ovest,geography,Female,permanent,36370,contract_type,annual_wage,Tav.7,Nord-Ovest
Nord-Ovest,geography,Female,temporary,25450,contract_type,annual_wage,Tav.7,Nord-Ovest
Nord-Ovest,geography,Female,total,35121,contract_type,annual_wage,Tav.7,Nord-Ovest
Nord-Ovest,geography,Male,permanent,45310,contract_type,annual_wage,Tav.7,Nord-Ovest
Nord-Ovest,geography,Male,temporary,28452,contract_type,annual_wage,Tav.7,Nord-Ovest
Nord-Ovest,geography,Male,total,43714,contract_type,annual_wage,Tav.7,Nord-Ovest
Nord-Ovest,geography,Total,permanent,41451,contract_type,annual_wage,Tav.7,Nord-Ovest
Nord-Ovest,geography,Total,temporary,26999,contract_type,annual_wage,Tav.7,Nord-Ovest
Nord-Ovest,geography,Total,total,39958,contract_type,annual_wage,Tav.7,Nord-Ovest
Nord-Est,geography,Female,permanent,34002,contract_type,annual_wage,Tav.7,Nord-Est
Nord-Est,geography,Female,temporary,25606,contract_type,annual_wage,Tav.7,Nord-Est
Nord-Est,geography,Female,total,32953,contract_type,annual_wage,Tav.7,Nord-Est
Nord-Est,geography,Male,permanent,40931,contract_type,annual_wage,Tav.7,Nord-Est
Nord-Est,geography,Male,temporary,27789,contract_type,annual_wage,Tav.7,Nord-Est
Nord-Est,geography,Male,total,39508,contract_type,annual_wage,Tav.7,Nord-Est
Nord-Est,geography,Total,permanent,37886,contract_type,annual_wage,Tav.7,Nord-Est
Nord-Est,geography,Total,temporary,26742,contract_type,annual_wage,Tav.7,Nord-Est
Nord-Est,geography,Total,total,36597,contract_type,annual_wage,Tav.7,Nord-Est
Centro,geography,Female,permanent,36230,contract_type,annual_wage,Tav.7,Centro
Centro,geography,Female,temporary,25414,contract_type,annual_wage,Tav.7,Centro
Centro,geography,Female,total,34911,contract_type,annual_wage,Tav.7,Centro
Centro,geography,Male,permanent,42506,contract_type,annual_wage,Tav.7,Centro
Centro,geography,Male,temporary,26308,contract_type,annual_wage,Tav.7,Centro
Centro,geography,Male,total,40934,contract_type,annual_wage,Tav.7,Centro
Centro,geography,Total,permanent,39895,contract_type,annual_wage,Tav.7,Centro
Centro,geography,Total,temporary,25880,contract_type,annual_wage,Tav.7,Centro
Centro,geography,Total,total,38388,contract_type,annual_wage,Tav.7,Centro
Sud,geography,Female,permanent,32677,contract_type,annual_wage,Tav.7,Sud
Sud,geography,Female,temporary,25238,contract_type,annual_wage,Tav.7,Sud
Sud,geography,Female,total,31581,contract_type,annual_wage,Tav.7,Sud
Sud,geography,Male,permanent,35105,contract_type,annual_wage,Tav.7,Sud
Sud,geography,Male,temporary,25633,contract_type,annual_wage,Tav.7,Sud
Sud,geography,Male,total,34008,contract_type,annual_wage,Tav.7,Sud
Sud,geography,Total,permanent,34102,contract_type,annual_wage,Tav.7,Sud
Sud,geography,Total,temporary,25443,contract_type,annual_wage,Tav.7,Sud
Sud,geography,Total,total,32985,contract_type,annual_wage,Tav.7,Sud
Isole,geography,Female,permanent,32888,contract_type,annual_wage,Tav.7,Isole
Isole,geography,Female,temporary,26194,contract_type,annual_wage,Tav.7,Isole
Isole,geography,Female,total,31928,contract_type,annual_wage,Tav.7,Isole
Isole,geography,Male,permanent,35724,contract_type,annual_wage,Tav.7,Isole
Isole,geography,Male,temporary,27095,contract_type,annual_wage,Tav.7,Isole
Isole,geography,Male,total,34669,contract_type,annual_wage,Tav.7,Isole
Isole,geography,Total,permanent,34461,contract_type,annual_wage,Tav.7,Isole
Isole,geography,Total,temporary,26653,contract_type,annual_wage,Tav.7,Isole
Isole,geography,Total,total,33433,contract_type,annual_wage,Tav.7,Isole
Totale,geography,Female,permanent,34999,contract_type,annual_wage,Tav.7,NA
Totale,geography,Female,temporary,25504,contract_type,annual_wage,Tav.7,NA
Totale,geography,Female,total,33807,contract_type,annual_wage,Tav.7,NA
Totale,geography,Male,permanent,41455,contract_type,annual_wage,Tav.7,NA
Totale,geography,Male,temporary,27218,contract_type,annual_wage,Tav.7,NA
Totale,geography,Male,total,39982,contract_type,annual_wage,Tav.7,NA
Totale,geography,Total,permanent,38692,contract_type,annual_wage,Tav.7,NA
Totale,geography,Total,temporary,26392,contract_type,annual_wage,Tav.7,NA
Totale,geography,Total,total,37302,contract_type,annual_wage,Tav.7,NA
10-49,firm_size,Female,permanent,29368,contract_type,annual_wage,Tav.7,NA
10-49,firm_size,Female,temporary,21774,contract_type,annual_wage,Tav.7,NA
10-49,firm_size,Female,total,28305,contract_type,annual_wage,Tav.7,NA
10-49,firm_size,Male,permanent,33620,contract_type,annual_wage,Tav.7,NA
10-49,firm_size,Male,temporary,23511,contract_type,annual_wage,Tav.7,NA
10-49,firm_size,Male,total,32366,contract_type,annual_wage,Tav.7,NA
10-49,firm_size,Total,permanent,32168,contract_type,annual_wage,Tav.7,NA
10-49,firm_size,Total,temporary,22862,contract_type,annual_wage,Tav.7,NA
10-49,firm_size,Total,total,30962,contract_type,annual_wage,Tav.7,NA
50-249,firm_size,Female,permanent,33110,contract_type,annual_wage,Tav.7,NA
50-249,firm_size,Female,temporary,23798,contract_type,annual_wage,Tav.7,NA
50-249,firm_size,Female,total,32021,contract_type,annual_wage,Tav.7,NA
50-249,firm_size,Male,permanent,39888,contract_type,annual_wage,Tav.7,NA
50-249,firm_size,Male,temporary,27995,contract_type,annual_wage,Tav.7,NA
50-249,firm_size,Male,total,38679,contract_type,annual_wage,Tav.7,NA
50-249,firm_size,Total,permanent,37536,contract_type,annual_wage,Tav.7,NA
50-249,firm_size,Total,temporary,26386,contract_type,annual_wage,Tav.7,NA
50-249,firm_size,Total,total,36343,contract_type,annual_wage,Tav.7,NA
250-499,firm_size,Female,permanent,35652,contract_type,annual_wage,Tav.7,NA
250-499,firm_size,Female,temporary,24499,contract_type,annual_wage,Tav.7,NA
250-499,firm_size,Female,total,34561,contract_type,annual_wage,Tav.7,NA
250-499,firm_size,Male,permanent,43550,contract_type,annual_wage,Tav.7,NA
250-499,firm_size,Male,temporary,37041,contract_type,annual_wage,Tav.7,NA
250-499,firm_size,Male,total,43058,contract_type,annual_wage,Tav.7,NA
250-499,firm_size,Total,permanent,40584,contract_type,annual_wage,Tav.7,NA
250-499,firm_size,Total,temporary,31477,contract_type,annual_wage,Tav.7,NA
250-499,firm_size,Total,total,39819,contract_type,annual_wage,Tav.7,NA
500-999,firm_size,Female,permanent,37064,contract_type,annual_wage,Tav.7,NA
500-999,firm_size,Female,temporary,27124,contract_type,annual_wage,Tav.7,NA
500-999,firm_size,Female,total,36175,contract_type,annual_wage,Tav.7,NA
500-999,firm_size,Male,permanent,47744,contract_type,annual_wage,Tav.7,NA
500-999,firm_size,Male,temporary,29425,contract_type,annual_wage,Tav.7,NA
500-999,firm_size,Male,total,46384,contract_type,annual_wage,Tav.7,NA
500-999,firm_size,Total,permanent,43577,contract_type,annual_wage,Tav.7,NA
500-999,firm_size,Total,temporary,28414,contract_type,annual_wage,Tav.7,NA
500-999,firm_size,Total,total,42360,contract_type,annual_wage,Tav.7,NA
1000+,firm_size,Female,permanent,37195,contract_type,annual_wage,Tav.7,NA
1000+,firm_size,Female,temporary,27324,contract_type,annual_wage,Tav.7,NA
1000+,firm_size,Female,total,35916,contract_type,annual_wage,Tav.7,NA
1000+,firm_size,Male,permanent,46531,contract_type,annual_wage,Tav.7,NA
1000+,firm_size,Male,temporary,28345,contract_type,annual_wage,Tav.7,NA
1000+,firm_size,Male,total,44714,contract_type,annual_wage,Tav.7,NA
1000+,firm_size,Total,permanent,41654,contract_type,annual_wage,Tav.7,NA
1000+,firm_size,Total,temporary,27738,contract_type,annual_wage,Tav.7,NA
1000+,firm_size,Total,total,40044,contract_type,annual_wage,Tav.7,NA
Totale,firm_size,Female,permanent,34999,contract_type,annual_wage,Tav.7,NA
Totale,firm_size,Female,temporary,25504,contract_type,annual_wage,Tav.7,NA
Totale,firm_size,Female,total,33807,contract_type,annual_wage,Tav.7,NA
Totale,firm_size,Male,permanent,41455,contract_type,annual_wage,Tav.7,NA
Totale,firm_size,Male,temporary,27218,contract_type,annual_wage,Tav.7,NA
Totale,firm_size,Male,total,39982,contract_type,annual_wage,Tav.7,NA
Totale,firm_size,Total,permanent,38692,contract_type,annual_wage,Tav.7,NA
Totale,firm_size,Total,temporary,26392,contract_type,annual_wage,Tav.7,NA
Totale,firm_size,Total,total,37302,contract_type,annual_wage,Tav.7,NA
Controllo pubblico,control_type,Female,permanent,37317,contract_type,annual_wage,Tav.7,NA
Controllo pubblico,control_type,Female,temporary,28364,contract_type,annual_wage,Tav.7,NA
Controllo pubblico,control_type,Female,total,36261,contract_type,annual_wage,Tav.7,NA
Controllo pubblico,control_type,Male,permanent,44982,contract_type,annual_wage,Tav.7,NA
Controllo pubblico,control_type,Male,temporary,30251,contract_type,annual_wage,Tav.7,NA
Controllo pubblico,control_type,Male,total,43909,contract_type,annual_wage,Tav.7,NA
